route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000001,OCESN105330F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:733:20251130,105330,1,1,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000002,OCESN105342F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1728:20251213,105342,1,2,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000003,OCESN105347F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:2216:20251201,105347,1,3,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000004,OCESN105347F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:2215:20251212,105347,1,4,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000005,OCESN105362F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1045:20251212,105362,1,5,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000006,OCESN105375F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1023:20251213,105375,1,6,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000007,OCESN105377F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1328:20251213,105377,1,7,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000008,OCESN105378F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1611:20251213,105378,1,8,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000009,OCESN105378F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1607:20251212,105378,1,9,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000010,OCESN105379F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1329:20251212,105379,1,10,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000001,OCESN105379F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1329:20251130,105379,1,11,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000008,OCESN105431F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:734:20251213,105431,1,12,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000006,OCESN105432F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:908:20251213,105432,1,13,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000005,OCESN105437F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1118:20251212,105437,1,14,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000011,OCESN105437F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1114:20251213,105437,1,15,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000012,OCESN105442F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1950:20251213,105442,1,16,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000013,OCESN105451F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:2046:20251207,105451,1,17,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000014,OCESN105455F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:2330:20251212,105455,1,18,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000015,OCESN105485F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1526:20251213,105485,1,19,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000015,OCESN106306F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1422:20251213,106306,0,20,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000006,OCESN106330F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:720:20251213,106330,0,21,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000010,OCESN106331F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:834:20251212,106331,0,22,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000011,OCESN106331F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:836:20251213,106331,0,23,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000016,OCESN106331F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:833:20251211,106331,0,24,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000008,OCESN106342F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1712:20251213,106342,0,25,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000017,OCESN106347F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:2202:20251213,106347,0,26,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000018,OCESN106350F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:548:20251112,106350,0,27,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000019,OCESN106350F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:548:20251208,106350,0,28,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000008,OCESN106367F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1824:20251213,106367,0,29,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000007,OCESN106377F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1315:20251213,106377,0,30,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000015,OCESN106378F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1546:20251213,106378,0,31,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000020,OCESN106379F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1315:20251212,106379,0,32,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000013,OCESN106442F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1929:20251207,106442,0,33,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000005,OCESN106445F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1055:20251212,106445,0,34,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000017,OCESN106450F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:2034:20251213,106450,0,35,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000014,OCESN106461F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:2244:20251212,106461,0,36,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000015,OCESN106485F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1512:20251213,106485,0,37,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000017,OCESN107241F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:2016:20251213,107241,1,38,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000008,OCESN107260F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1911:20251213,107260,1,39,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000011,OCESN107261F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:812:20251213,107261,1,40,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000015,OCESN107284F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1502:20251213,107284,1,41,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000006,OCESN107300F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:634:20251213,107300,1,42,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000015,OCESN107306F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1436:20251213,107306,1,43,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000017,OCESN107359F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:2145:20251213,107359,1,44,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000008,OCESN107486F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1145:20251213,107486,1,45,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000006,OCESN108203F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:958:20251213,108203,0,46,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000021,OCESN108241F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:2002:20251213,108241,0,47,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000011,OCESN108260F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:749:20251213,108260,0,48,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000015,OCESN108284F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1449:20251213,108284,0,49,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000001,OCESN108300F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:622:20251130,108300,0,50,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000017,OCESN108359F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:2125:20251213,108359,0,51,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000005,OCESN108440F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1033:20251212,108440,0,52,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000011,OCESN108440F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1047:20251213,108440,0,53,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000012,OCESN108444F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1741:20251213,108444,0,54,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000010,OCESN108444F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1741:20251212,108444,0,55,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000013,OCESN117758F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1311:20251207,117758,1,56,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000022,OCESN117760F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1511:20251207,117760,1,57,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000013,OCESN117762F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1711:20251207,117762,1,58,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000001,OCESN117764F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1911:20251130,117764,1,59,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000023,OCESN117764F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1911:20251207,117764,1,60,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000024,OCESN117769F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1244:20260418,117769,0,61,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000025,OCESN117769F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1245:20251228,117769,0,62,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000026,OCESN117771F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1444:20260418,117771,0,63,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000027,OCESN117773F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1644:20260418,117773,0,64,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000028,OCESN117775F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1844:20260308,117775,0,65,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000029,OCESN117775F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1843:20260104,117775,0,66,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000030,OCESN117775F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1844:20260430,117775,0,67,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000031,OCESN117777F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:2044:20251130,117777,0,68,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000032,OCESN117777F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:2044:20260104,117777,0,69,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000033,OCESN117779F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:2244:20251128,117779,0,70,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000034,OCESN12102F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87212027:87113001:2:1905:20260430,12102,1,71,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000035,OCESN12102F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87212027:87113001:2:1905:20251217,12102,1,72,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000036,OCESN12104F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87212027:87113001:2:1005:20251225,12104,1,73,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000037,OCESN12105F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87113001:87212027:2:1111:20260427,12105,0,74,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000038,OCESN12105F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87113001:87212027:2:1111:20251215,12105,0,75,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000039,OCESN12107F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87113001:87212027:2:2040:20260404,12107,0,76,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000040,OCESN12107F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87113001:87212027:2:2040:20251223,12107,0,77,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000041,OCESN12107F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87113001:87212027:2:2040:20260306,12107,0,78,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000042,OCESN12108F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87212027:87113001:2:1635:20260429,12108,1,79,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000043,OCESN12111F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87113001:87212027:3:1440:20260329,12111,0,80,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000044,OCESN12111F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87113001:87212027:3:1440:20251214,12111,0,81,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000045,OCESN12114F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87212027:87113001:2:1705:20260426,12114,1,82,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000044,OCESN12114F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87212027:87113001:2:1705:20251214,12114,1,83,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000046,OCESN12115F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87113001:87212027:4:2225:20251219,12115,0,84,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000044,OCESN12115F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87113001:87212027:2:2211:20251214,12115,0,85,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000047,OCESN12117F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87113001:87212027:2:1111:20251224,12117,0,86,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000038,OCESN12118F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87212027:87113001:3:821:20251215,12118,1,87,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000048,OCESN12118F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87212027:87113001:3:821:20260323,12118,1,88,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000049,OCESN12119F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87113001:87212027:2:1211:20260418,12119,0,89,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000050,OCESN12119F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87113001:87212027:2:1211:20260425,12119,0,90,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000051,OCESN12120F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87212027:87113001:2:2214:20251228,12120,1,91,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000052,OCESN12120F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87212027:87113001:2:2213:20260423,12120,1,92,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000053,OCESN12120F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87212027:87113001:2:2213:20260426,12120,1,93,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000054,OCESN12120F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87212027:87113001:2:2214:20260405,12120,1,94,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000055,OCESN12122F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87212027:87113001:2:1001:20251227,12122,1,95,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000056,OCESN12122F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87212027:87113001:2:1001:20251220,12122,1,96,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000044,OCESN12124F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87212027:87113001:2:1406:20251214,12124,1,97,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000057,OCESN12124F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87212027:87113001:2:1407:20260430,12124,1,98,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000058,OCESN12124F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87212027:87113001:2:1407:20260427,12124,1,99,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000059,OCESN12124F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87212027:87113001:2:1407:20251229,12124,1,100,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000060,OCESN12125F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87113001:87212027:2:1538:20260228,12125,0,101,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000061,OCESN12125F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87113001:87212027:2:1538:20260102,12125,0,102,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000062,OCESN12125F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87113001:87212027:2:1529:20260307,12125,0,103,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000063,OCESN12125F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87113001:87212027:2:1529:20260425,12125,0,104,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000064,OCESN12126F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87212027:87113001:2:1235:20260426,12126,1,105,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000044,OCESN12126F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87212027:87113001:2:1235:20251214,12126,1,106,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000065,OCESN12127F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87113001:87212027:2:1741:20260426,12127,0,107,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000066,OCESN12127F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87113001:87212027:2:1741:20260430,12127,0,108,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000067,OCESN12127F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87113001:87212027:2:1741:20260429,12127,0,109,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000068,OCESN12130F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87212027:87113001:2:2042:20260101,12130,1,110,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000069,OCESN12130F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87212027:87113001:2:2042:20260429,12130,1,111,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000057,OCESN12131F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87113001:87212027:2:1911:20260430,12131,0,112,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000070,OCESN12131F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87113001:87212027:2:1911:20260429,12131,0,113,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000071,OCESN12132F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87212027:87113001:2:1816:20260425,12132,1,114,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000072,OCESN12132F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87212027:87113001:2:1816:20260426,12132,1,115,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000073,OCESN12133F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87113001:87212027:2:1229:20260426,12133,0,116,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000074,OCESN12133F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87113001:87212027:2:1229:20251220,12133,0,117,
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,000075,OCESN12139F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87113001:87212027:2:1938:20251231,12139,0,118,
FR:Line::84BC1172-DFEB-400B-9E16-D463DA9A393C:,000076,OCESN12140F1187_F:OUI:FR:Line::84BC1172-DFEB-400B-9E16-D463DA9A393C::87141002:87113001:2:1539:20260425,12140,0,119,
FR:Line::84BC1172-DFEB-400B-9E16-D463DA9A393C:,000077,OCESN12141F1187_F:OUI:FR:Line::84BC1172-DFEB-400B-9E16-D463DA9A393C::87113001:87141002:2:1057:20260307,12141,1,120,
FR:Line::84BC1172-DFEB-400B-9E16-D463DA9A393C:,000078,OCESN12141F1187_F:OUI:FR:Line::84BC1172-DFEB-400B-9E16-D463DA9A393C::87113001:87141002:3:1049:20260430,12141,1,121,
FR:Line::84BC1172-DFEB-400B-9E16-D463DA9A393C:,000057,OCESN12142F1187_F:OUI:FR:Line::84BC1172-DFEB-400B-9E16-D463DA9A393C::87141002:87113001:3:2120:20260430,12142,0,122,
FR:Line::84BC1172-DFEB-400B-9E16-D463DA9A393C:,000079,OCESN12143F1187_F:OUI:FR:Line::84BC1172-DFEB-400B-9E16-D463DA9A393C::87113001:87141002:3:1944:20260426,12143,1,123,
FR:Line::84BC1172-DFEB-400B-9E16-D463DA9A393C:,000080,OCESN12146F1187_F:OUI:FR:Line::84BC1172-DFEB-400B-9E16-D463DA9A393C::87141002:87113001:2:946:20260404,12146,0,124,
FR:Line::84BC1172-DFEB-400B-9E16-D463DA9A393C:,000081,OCESN12146F1187_F:OUI:FR:Line::84BC1172-DFEB-400B-9E16-D463DA9A393C::87141002:87113001:2:946:20260101,12146,0,125,
FR:Line::84BC1172-DFEB-400B-9E16-D463DA9A393C:,000082,OCESN12148F1187_F:OUI:FR:Line::84BC1172-DFEB-400B-9E16-D463DA9A393C::87141002:87113001:3:1948:20260426,12148,0,126,
FR:Line::84BC1172-DFEB-400B-9E16-D463DA9A393C:,000065,OCESN12151F1187_F:OUI:FR:Line::84BC1172-DFEB-400B-9E16-D463DA9A393C::87113001:87141002:4:1544:20260426,12151,1,127,
FR:Line::84BC1172-DFEB-400B-9E16-D463DA9A393C:,000083,OCESN12151F1187_F:OUI:FR:Line::84BC1172-DFEB-400B-9E16-D463DA9A393C::87113001:87141002:4:1544:20260419,12151,1,128,
