stop_id,name,abbrev,code_insee,lat,lon
87345108,Brebières,BSU,62173,50.33624,3.0142
87182659,Breitenbach,BHH,68051,48.0285326,7.1040522
87473827,Brélidy - Plouëc,BYP,22212,48.669204,-3.196269
87487249,Bressuire,BRS,79049,46.8384462,-0.4963269
87474007,Brest,BRT,29019,48.38811,-4.478903
87471102,Breteil,BTU,35040,48.1405713,-1.8972095
87594762,Bretenoux - Biars,BXB,46029,44.9273692,1.8436871
87313247,Breteuil,BEB,60039,49.626389,2.3845164
87712265,Bretigny - Norges,BTQ,21107,47.390044,5.1105838
87545194,Brétigny-sur-Orge,BYR,91103,48.606683,2.302378
87394270,Bretoncelles,BTO,61061,48.4326737,0.8923825
87444042,Bretteville - Norrey,BVO,14098,49.2034112,-0.5127396
87171322,Breuil - Romain,BPR,51086,49.3084141,3.7665322
87545483,Breuillet - Bruyères-le-Châtel,BIH,91105,48.577228,2.191721
87545491,Breuillet Village,BRW,91105,48.564776,2.171207
87381624,Bréval,BVA,78107,48.94336,1.54191
87763607,Briançon,BRI,05023,44.889853,6.633007
87696088,Briare,BEW,45053,47.6464312,2.7337154
87592063,Brignac,BKX,87129,45.8635812,1.4406315
87722728,Brignais,BGN,69027,45.6737721,4.7636596
87747451,Brignoud,BNU,38547,45.26245,5.901472
87317180,Brimeux,BWM,62177,50.4470409,1.8313826
87131961,Brion - Montréal-la-Cluse,BMC,01063,46.1757013,5.5585203
87415364,Brionne,BEU,27116,49.1964187,0.7115304
87734269,Brioude,BRD,43040,45.3006493,3.3786344
87448084,Briouze,BZN,61063,48.7018622,-0.3682036
87594002,Brive-la-Gaillarde,BLG,19031,45.152618,1.528655
87473074,Broons,BOS,22020,48.3332957,-2.2356578
87394452,Brou,BRO,28061,48.2157588,1.1606705
87694166,Broye,BQK,71063,46.8619444,4.2960996
87581736,Bruges,BGH,33075,44.8870124,-0.609445
87212134,Brumath,BAH,67067,48.7331082,7.7004016
87345439,Brunémont,BPN,59115,50.2783197,3.1453509
87682120,Brunoy,BNY,91114,48.699112,2.506422
87144154,Bruyères,BUY,88078,48.204895,6.7187638
87276451,Bruyères-sur-Oise,BRK,95116,49.1552098,2.3259636
87471037,Bruz,BRZ,35047,48.0286,-1.7518088
87387092,Bueil,BUE,27119,48.9253816,1.4435896
87592162,Bugeat,BUG,19033,45.6005968,1.9248147
87316067,Buire-sur-l'Ancre,BXA,80151,49.9647735,2.5981885
87342105,Bully - Grenay,BGF,62186,50.44843,2.73317
87681510,Buno - Gironville,BQV,91121,48.370847,2.3871153
87296244,Busigny,BSY,59118,50.0397236,3.4461174
87491191,Bussac-Forêt,BMR,17074,45.211928,-0.3682457
87597708,Busseau sur Creuse,BUC,23001,46.1230257,2.0229244
87592741,Bussière-Galant,BGA,87027,45.6076224,1.0261372
87672634,Buzy en Béarn,BUZ,64157,43.1482723,-0.4558864
87718122,Byans-sur-Doubs,BYB,25105,47.1185334,5.8520589
87582684,Cadaujac,CDJ,33080,44.7520628,-0.5376186
87444000,Caen,CAE,14118,49.176354,-0.347613
87317321,Caffiers,CAF,62191,50.8500679,1.8120345
87756320,Cagnes-sur-Mer,CGM,06027,43.65813,7.14864
87613000,Cahors,CAH,46042,44.449275,1.433325
87317263,Calais,CSV,62193,50.953481,1.850819
87281071,Calais - Fréthun,FHS,62360,50.901221,1.810891
87473546,Callac,CCF,22025,48.4062201,-3.419782
87342543,Calonne-Ricouart,CPC,62194,50.4827036,2.4812098
87673657,Cambo-les-Bains,CPQ,64160,43.3656242,-1.3966849
87345520,Cambrai,CAM,59122,50.17662,3.24118
87783340,Campagnac - Saint-Geniez,CNT,12047,44.4219559,3.0664008
87757625,Cannes,CAN,06029,43.553839,7.019682
87757617,Cannes La Bocca,CAB,06029,43.548787,6.986601
87345413,Cantin,CNK,59126,50.3124545,3.121943
87756395,Cap-d'Ail,KAI,06032,43.7205382,7.3943362
87613109,Capdenac,CDC,12052,44.5782458,2.0779632
87671156,Capvern,CPN,65127,43.1033454,0.3296393
87611061,Carbonne,COA,31107,43.298206,1.212531
87615286,Carcassonne,CNE,11069,43.218029,2.351824
87447243,Carentan,CAR,50099,49.302482,-1.244938
87473504,Carhaix-Plouguer,CRX,29024,48.2780022,-3.5622173
87172353,Carignan,CAG,08090,49.6285736,5.1684754
87615625,Carmaux,CMX,81060,44.048782,2.152401
87473561,Carnoët - Locarn,CCN,22128,48.3405242,-3.4908822
87756478,Carnoles,KRL,06104,43.76203,7.48139
87755371,Carnoules,CNS,83033,43.2974104,6.1862531
87765735,Carpentras,IIM,84031,44.0499488,5.044141
87753566,Carry-le-Rouet,CRR,13021,43.336592,5.153594
87208553,Casino Lacroix Laval,CCL,69250,45.7878115,4.7309383
87281139,Cassel,CRD,59054,50.7875916,2.4599722
87751776,Cassis,CSI,13022,43.23406,5.553055
87611665,Castelnau-d'Estrétefonds,CDF,31118,43.786196,1.341761
87615039,Castelnaudary,CTY,11076,43.312292,1.95039
87611897,Castelsarrasin,CTN,82033,44.0403503,1.1143954
87584136,Castillon-la-Bataille,CIO,33108,44.856999,-0.04066
87615468,Castres,CTR,81065,43.599131,2.231223
87345587,Cattenières,CTT,59138,50.1280738,3.3337877
87581538,Caudéran Mérignac,CUD,33063,44.84288,-0.6274337
87582841,Caudrot,KDT,33111,44.5801152,-0.1452784
87345561,Caudry,CAU,59139,50.11146,3.40983
87473066,Caulnes,CUL,22032,48.2844264,-2.155593
87613356,Caussade,CSD,82037,44.1622668,1.5336541
87765503,Cavaillon,CVN,84035,43.834554,5.043613
87491217,Cavignac,CGC,33114,45.105163,-0.382243
87611079,Cazères,CZG,31135,43.212834,1.083106
87781542,Ceilhes - Roqueredonde,COQ,34233,43.8122656,3.1551583
87581595,Cenon,CBX,33119,44.8563465,-0.5336487
87785006,Cerbère,CER,66048,42.4417732,3.1634033
87543033,Cercottes,CCT,45062,47.9861553,1.8849813
